,restaurant_name,category,pricing_for_2,pricing_level,dining_rating,dining_review_count,locality,district,zipcode,latitude,longitude
139,Dana Choga,Chinese,600,500-1000,4.5,5686,"Sector 14, Gurgaon",Faridabad,122001,28.4825862,77.0494513
139,Dana Choga,Mughlai,600,500-1000,4.5,5686,"Sector 14, Gurgaon",Faridabad,122001,28.4825862,77.0494513
140,Ji Memsaab - Indian Terrace Restaurant & Bar,North Indian,1200,1000-2500,4.5,466,"Eros City Square Mall, Sector 49, Gurgaon, Gurgaon",South West Delhi,122101,28.41290382,77.05516409
140,Ji Memsaab - Indian Terrace Restaurant & Bar,Chinese,1200,1000-2500,4.5,466,"Eros City Square Mall, Sector 49, Gurgaon, Gurgaon",South West Delhi,122101,28.41290382,77.05516409
140,Ji Memsaab - Indian Terrace Restaurant & Bar,Mughlai,1200,1000-2500,4.5,466,"Eros City Square Mall, Sector 49, Gurgaon, Gurgaon",South West Delhi,122101,28.41290382,77.05516409
140,Ji Memsaab - Indian Terrace Restaurant & Bar,Continental,1200,1000-2500,4.5,466,"Eros City Square Mall, Sector 49, Gurgaon, Gurgaon",South West Delhi,122101,28.41290382,77.05516409
140,Ji Memsaab - Indian Terrace Restaurant & Bar,Asian,1200,1000-2500,4.5,466,"Eros City Square Mall, Sector 49, Gurgaon, Gurgaon",South West Delhi,122101,28.41290382,77.05516409
140,Ji Memsaab - Indian Terrace Restaurant & Bar,Italian,1200,1000-2500,4.5,466,"Eros City Square Mall, Sector 49, Gurgaon, Gurgaon",South West Delhi,122101,28.41290382,77.05516409
140,Ji Memsaab - Indian Terrace Restaurant & Bar,Beverages,1200,1000-2500,4.5,466,"Eros City Square Mall, Sector 49, Gurgaon, Gurgaon",South West Delhi,122101,28.41290382,77.05516409
141,Karnataka Food Centre,South Indian,450,0-500,4.5,1932," R K Puram, New Delhi",South East Delhi,110022,28.57786284,77.17531264
141,Karnataka Food Centre,Beverages,450,0-500,4.5,1932," R K Puram, New Delhi",South East Delhi,110022,28.57786284,77.17531264
142,Kake Di Hatti,North Indian,500,0-500,4.5,2888," Chandni Chowk, New Delhi",Central Delhi,110006,28.65800197,77.22337145
142,Kake Di Hatti,Beverages,500,0-500,4.5,2888," Chandni Chowk, New Delhi",Central Delhi,110006,28.65800197,77.22337145
143,Hawa Bar,Fast Food,1900,1000-2500,4.5,840,"Sector 63, Noida",Gautam Buddha Nagar,201309,28.62704301,77.37557106
143,Hawa Bar,Italian,1900,1000-2500,4.5,840,"Sector 63, Noida",Gautam Buddha Nagar,201309,28.62704301,77.37557106
143,Hawa Bar,Chinese,1900,1000-2500,4.5,840,"Sector 63, Noida",Gautam Buddha Nagar,201309,28.62704301,77.37557106
144,Berco's,Chinese,900,500-1000,4.5,2455," Hajipur, Noida",Gautam Buddha Nagar,201303,28.539399,77.36581285
144,Berco's,Thai,900,500-1000,4.5,2455," Hajipur, Noida",Gautam Buddha Nagar,201303,28.539399,77.36581285
144,Berco's,Asian,900,500-1000,4.5,2455," Hajipur, Noida",Gautam Buddha Nagar,201303,28.539399,77.36581285
144,Berco's,Beverages,900,500-1000,4.5,2455," Hajipur, Noida",Gautam Buddha Nagar,201303,28.539399,77.36581285
145,Crepe-fe,Desserts,700,500-1000,4.5,747," Ardee City, Gurgaon",Faridabad,122003,28.4377836,77.0723426
145,Crepe-fe,Fast Food,700,500-1000,4.5,747," Ardee City, Gurgaon",Faridabad,122003,28.4377836,77.0723426
145,Crepe-fe,American,700,500-1000,4.5,747," Ardee City, Gurgaon",Faridabad,122003,28.4377836,77.0723426
145,Crepe-fe,Beverages,700,500-1000,4.5,747," Ardee City, Gurgaon",Faridabad,122003,28.4377836,77.0723426
145,Crepe-fe,Pizza,700,500-1000,4.5,747," Ardee City, Gurgaon",Faridabad,122003,28.4377836,77.0723426
145,Crepe-fe,Ice Cream,700,500-1000,4.5,747," Ardee City, Gurgaon",Faridabad,122003,28.4377836,77.0723426
146,Mr. Crust Bakers,Bakery,400,0-500,4.5,1791," Vijay Nagar, New Delhi",Central Delhi,110007,28.69058089,77.20151916
146,Mr. Crust Bakers,Burger,400,0-500,4.5,1791," Vijay Nagar, New Delhi",Central Delhi,110007,28.69058089,77.20151916
146,Mr. Crust Bakers,Fast Food,400,0-500,4.5,1791," Vijay Nagar, New Delhi",Central Delhi,110007,28.69058089,77.20151916
146,Mr. Crust Bakers,Beverages,400,0-500,4.5,1791," Vijay Nagar, New Delhi",Central Delhi,110007,28.69058089,77.20151916
147,The China Kitchen,Chinese,4500,2500-5000,4.5,621," Hyatt Regency, Bhikaji Cama Place, New Delhi",South East Delhi,110023,28.56826962,77.18741979
147,The China Kitchen,Desserts,4500,2500-5000,4.5,621," Hyatt Regency, Bhikaji Cama Place, New Delhi",South East Delhi,110023,28.56826962,77.18741979
148,PCO,Italian,2200,1000-2500,4.5,711," Vasant Vihar, New Delhi",West Delhi,110057,28.56148809,77.15561919
148,PCO,Beverages,2200,1000-2500,4.5,711," Vasant Vihar, New Delhi",West Delhi,110057,28.56148809,77.15561919
148,PCO,Fast Food,2200,1000-2500,4.5,711," Vasant Vihar, New Delhi",West Delhi,110057,28.56148809,77.15561919
148,PCO,North Indian,2200,1000-2500,4.5,711," Vasant Vihar, New Delhi",West Delhi,110057,28.56148809,77.15561919
149,Decode Air Bar,Modern Indian,1500,1000-2500,4.5,1312,"Sector 29, Gurgaon",Faridabad,122007,28.46828928,77.06372537
149,Decode Air Bar,Bar Food,1500,1000-2500,4.5,1312,"Sector 29, Gurgaon",Faridabad,122007,28.46828928,77.06372537
149,Decode Air Bar,Sushi,1500,1000-2500,4.5,1312,"Sector 29, Gurgaon",Faridabad,122007,28.46828928,77.06372537
149,Decode Air Bar,Italian,1500,1000-2500,4.5,1312,"Sector 29, Gurgaon",Faridabad,122007,28.46828928,77.06372537
149,Decode Air Bar,Asian,1500,1000-2500,4.5,1312,"Sector 29, Gurgaon",Faridabad,122007,28.46828928,77.06372537
150,Giani's di Hatti,North Indian,150,0-500,4.5,1329," Chandni Chowk, New Delhi",Central Delhi,110006,28.65787222,77.22322192
151,Uptown Fresh Beer Cafe,Finger Food,1500,1000-2500,4.5,961,"DLF Galleria, DLF Phase 4, Gurgaon",Faridabad,122002,28.46732402,77.0809656
151,Uptown Fresh Beer Cafe,North Indian,1500,1000-2500,4.5,961,"DLF Galleria, DLF Phase 4, Gurgaon",Faridabad,122002,28.46732402,77.0809656
151,Uptown Fresh Beer Cafe,Italian,1500,1000-2500,4.5,961,"DLF Galleria, DLF Phase 4, Gurgaon",Faridabad,122002,28.46732402,77.0809656
151,Uptown Fresh Beer Cafe,European,1500,1000-2500,4.5,961,"DLF Galleria, DLF Phase 4, Gurgaon",Faridabad,122002,28.46732402,77.0809656
151,Uptown Fresh Beer Cafe,Continental,1500,1000-2500,4.5,961,"DLF Galleria, DLF Phase 4, Gurgaon",Faridabad,122002,28.46732402,77.0809656
151,Uptown Fresh Beer Cafe,Kebab,1500,1000-2500,4.5,961,"DLF Galleria, DLF Phase 4, Gurgaon",Faridabad,122002,28.46732402,77.0809656
151,Uptown Fresh Beer Cafe,Momos,1500,1000-2500,4.5,961,"DLF Galleria, DLF Phase 4, Gurgaon",Faridabad,122002,28.46732402,77.0809656
152,The Haven International Coffee House,Cafe,500,0-500,4.5,282,"Sector 72, Noida",South East Delhi,110076,28.5718042,77.38230273
152,The Haven International Coffee House,Fast Food,500,0-500,4.5,282,"Sector 72, Noida",South East Delhi,110076,28.5718042,77.38230273
152,The Haven International Coffee House,Continental,500,0-500,4.5,282,"Sector 72, Noida",South East Delhi,110076,28.5718042,77.38230273
152,The Haven International Coffee House,Beverages,500,0-500,4.5,282,"Sector 72, Noida",South East Delhi,110076,28.5718042,77.38230273
152,The Haven International Coffee House,Desserts,500,0-500,4.5,282,"Sector 72, Noida",South East Delhi,110076,28.5718042,77.38230273
152,The Haven International Coffee House,Coffee,500,0-500,4.5,282,"Sector 72, Noida",South East Delhi,110076,28.5718042,77.38230273
153,Spago,Italian,2300,1000-2500,4.5,574,"Kasbah, Greater Kailash (GK) 1, New Delhi",South East Delhi,110048,28.55685531,77.233014
154,Cafe Amaretto,Cafe,1400,1000-2500,4.5,917," South Point Mall, Golf Course Road, Gurgaon",Faridabad,122002,28.44792585,77.09875837
154,Cafe Amaretto,Italian,1400,1000-2500,4.5,917," South Point Mall, Golf Course Road, Gurgaon",Faridabad,122002,28.44792585,77.09875837
154,Cafe Amaretto,Continental,1400,1000-2500,4.5,917," South Point Mall, Golf Course Road, Gurgaon",Faridabad,122002,28.44792585,77.09875837
154,Cafe Amaretto,Bakery,1400,1000-2500,4.5,917," South Point Mall, Golf Course Road, Gurgaon",Faridabad,122002,28.44792585,77.09875837
154,Cafe Amaretto,Pizza,1400,1000-2500,4.5,917," South Point Mall, Golf Course Road, Gurgaon",Faridabad,122002,28.44792585,77.09875837
154,Cafe Amaretto,Desserts,1400,1000-2500,4.5,917," South Point Mall, Golf Course Road, Gurgaon",Faridabad,122002,28.44792585,77.09875837
155,Madrina,North Indian,2100,1000-2500,4.5,871,"Ashok Vihar Phase 2, New Delhi",North West Delhi,110035,28.69486367,77.17925482
155,Madrina,Chinese,2100,1000-2500,4.5,871,"Ashok Vihar Phase 2, New Delhi",North West Delhi,110035,28.69486367,77.17925482
155,Madrina,Mughlai,2100,1000-2500,4.5,871,"Ashok Vihar Phase 2, New Delhi",North West Delhi,110035,28.69486367,77.17925482
155,Madrina,Fast Food,2100,1000-2500,4.5,871,"Ashok Vihar Phase 2, New Delhi",North West Delhi,110035,28.69486367,77.17925482
155,Madrina,Desserts,2100,1000-2500,4.5,871,"Ashok Vihar Phase 2, New Delhi",North West Delhi,110035,28.69486367,77.17925482
156,Naivedyam,South Indian,500,0-500,4.5,2589," Hauz Khas Village, New Delhi",South Delhi,110016,28.55502476,77.19509996
157,Friction The Drinkery,Finger Food,1600,1000-2500,4.5,1287,"Sector 29, Gurgaon",Faridabad,122007,28.46860759,77.06307694
157,Friction The Drinkery,North Indian,1600,1000-2500,4.5,1287,"Sector 29, Gurgaon",Faridabad,122007,28.46860759,77.06307694
157,Friction The Drinkery,Continental,1600,1000-2500,4.5,1287,"Sector 29, Gurgaon",Faridabad,122007,28.46860759,77.06307694
157,Friction The Drinkery,Thai,1600,1000-2500,4.5,1287,"Sector 29, Gurgaon",Faridabad,122007,28.46860759,77.06307694
157,Friction The Drinkery,Italian,1600,1000-2500,4.5,1287,"Sector 29, Gurgaon",Faridabad,122007,28.46860759,77.06307694
157,Friction The Drinkery,Chinese,1600,1000-2500,4.5,1287,"Sector 29, Gurgaon",Faridabad,122007,28.46860759,77.06307694
158,Little Saigon,Vietnamese,1200,1000-2500,4.5,440," Hauz Khas, New Delhi",South Delhi,110017,28.55148343,77.20844027
159,Sugarama Patisserie,Bakery,300,0-500,4.5,713," Shahpur Jat, New Delhi",South Delhi,110017,28.54931911,77.21487623
159,Sugarama Patisserie,Desserts,300,0-500,4.5,713," Shahpur Jat, New Delhi",South Delhi,110017,28.54931911,77.21487623
160,Fat Butterfly Bakery And Cafe,Bakery,1200,1000-2500,4.5,643,"Baani Square, Sector 50, Gurgaon",South West Delhi,122018,28.42554438,77.05737356
160,Fat Butterfly Bakery And Cafe,Cafe,1200,1000-2500,4.5,643,"Baani Square, Sector 50, Gurgaon",South West Delhi,122018,28.42554438,77.05737356
160,Fat Butterfly Bakery And Cafe,Italian,1200,1000-2500,4.5,643,"Baani Square, Sector 50, Gurgaon",South West Delhi,122018,28.42554438,77.05737356
160,Fat Butterfly Bakery And Cafe,Fast Food,1200,1000-2500,4.5,643,"Baani Square, Sector 50, Gurgaon",South West Delhi,122018,28.42554438,77.05737356
160,Fat Butterfly Bakery And Cafe,Desserts,1200,1000-2500,4.5,643,"Baani Square, Sector 50, Gurgaon",South West Delhi,122018,28.42554438,77.05737356
161,DJ's Pizza & Pasta,Pizza,500,0-500,4.5,582,"Sector 56, Gurgaon",Faridabad,122011,28.43111697,77.09005091
161,DJ's Pizza & Pasta,Italian,500,0-500,4.5,582,"Sector 56, Gurgaon",Faridabad,122011,28.43111697,77.09005091
161,DJ's Pizza & Pasta,Fast Food,500,0-500,4.5,582,"Sector 56, Gurgaon",Faridabad,122011,28.43111697,77.09005091
161,DJ's Pizza & Pasta,Pasta,500,0-500,4.5,582,"Sector 56, Gurgaon",Faridabad,122011,28.43111697,77.09005091
162,Farmer's Kitchen,North Indian,700,500-1000,4.5,556,"DLF Phase 1, Gurgaon",Faridabad,122009,28.465889,77.0935
162,Farmer's Kitchen,Kebab,700,500-1000,4.5,556,"DLF Phase 1, Gurgaon",Faridabad,122009,28.465889,77.0935
162,Farmer's Kitchen,Mughlai,700,500-1000,4.5,556,"DLF Phase 1, Gurgaon",Faridabad,122009,28.465889,77.0935
162,Farmer's Kitchen,Biryani,700,500-1000,4.5,556,"DLF Phase 1, Gurgaon",Faridabad,122009,28.465889,77.0935
162,Farmer's Kitchen,Seafood,700,500-1000,4.5,556,"DLF Phase 1, Gurgaon",Faridabad,122009,28.465889,77.0935
162,Farmer's Kitchen,Beverages,700,500-1000,4.5,556,"DLF Phase 1, Gurgaon",Faridabad,122009,28.465889,77.0935
163,Ice Pice,Beverages,200,0-500,4.5,1076," MGF Metropolis Mall, MG Road, Gurgaon",Faridabad,122009,28.4766771,77.08484575
163,Ice Pice,Ice Cream,200,0-500,4.5,1076," MGF Metropolis Mall, MG Road, Gurgaon",Faridabad,122009,28.4766771,77.08484575
163,Ice Pice,Desserts,200,0-500,4.5,1076," MGF Metropolis Mall, MG Road, Gurgaon",Faridabad,122009,28.4766771,77.08484575
164,Mad Batter,Cafe,1000,500-1000,4.5,578,"Shopping Mall, DLF Phase 1, Gurgaon",Faridabad,122009,28.46612296,77.09958415
164,Mad Batter,Italian,1000,500-1000,4.5,578,"Shopping Mall, DLF Phase 1, Gurgaon",Faridabad,122009,28.46612296,77.09958415
164,Mad Batter,Continental,1000,500-1000,4.5,578,"Shopping Mall, DLF Phase 1, Gurgaon",Faridabad,122009,28.46612296,77.09958415
164,Mad Batter,Tex-Mex,1000,500-1000,4.5,578,"Shopping Mall, DLF Phase 1, Gurgaon",Faridabad,122009,28.46612296,77.09958415
164,Mad Batter,American,1000,500-1000,4.5,578,"Shopping Mall, DLF Phase 1, Gurgaon",Faridabad,122009,28.46612296,77.09958415
165,Only Bar Restaurant,Chinese,500,0-500,4.5,91," Bhikaji Cama Place, New Delhi",South East Delhi,110023,28.5688209,77.1873364
165,Only Bar Restaurant,Fast Food,500,0-500,4.5,91," Bhikaji Cama Place, New Delhi",South East Delhi,110023,28.5688209,77.1873364
165,Only Bar Restaurant,North Indian,500,0-500,4.5,91," Bhikaji Cama Place, New Delhi",South East Delhi,110023,28.5688209,77.1873364
165,Only Bar Restaurant,Kebab,500,0-500,4.5,91," Bhikaji Cama Place, New Delhi",South East Delhi,110023,28.5688209,77.1873364
166,Molecule Air Bar,North Indian,1500,1000-2500,4.4,652," Green Park, New Delhi",South Delhi,110016,28.55608876,77.20611345
166,Molecule Air Bar,Asian,1500,1000-2500,4.4,652," Green Park, New Delhi",South Delhi,110016,28.55608876,77.20611345
166,Molecule Air Bar,Beverages,1500,1000-2500,4.4,652," Green Park, New Delhi",South Delhi,110016,28.55608876,77.20611345
166,Molecule Air Bar,Italian,1500,1000-2500,4.4,652," Green Park, New Delhi",South Delhi,110016,28.55608876,77.20611345
167,Diggin,Continental,1400,1000-2500,4.4,3592," Chanakyapuri, New Delhi",Central Delhi,110003,28.59514262,77.19796557
167,Diggin,Cafe,1400,1000-2500,4.4,3592," Chanakyapuri, New Delhi",Central Delhi,110003,28.59514262,77.19796557
167,Diggin,Beverages,1400,1000-2500,4.4,3592," Chanakyapuri, New Delhi",Central Delhi,110003,28.59514262,77.19796557
167,Diggin,Desserts,1400,1000-2500,4.4,3592," Chanakyapuri, New Delhi",Central Delhi,110003,28.59514262,77.19796557
167,Diggin,Italian,1400,1000-2500,4.4,3592," Chanakyapuri, New Delhi",Central Delhi,110003,28.59514262,77.19796557
167,Diggin,Fast Food,1400,1000-2500,4.4,3592," Chanakyapuri, New Delhi",Central Delhi,110003,28.59514262,77.19796557
168,Boa Village,Asian,2300,1000-2500,4.4,2228," Civil Lines, New Delhi",Central Delhi,110054,28.67661667,77.22521111
168,Boa Village,Japanese,2300,1000-2500,4.4,2228," Civil Lines, New Delhi",Central Delhi,110054,28.67661667,77.22521111
168,Boa Village,Korean,2300,1000-2500,4.4,2228," Civil Lines, New Delhi",Central Delhi,110054,28.67661667,77.22521111
168,Boa Village,Chinese,2300,1000-2500,4.4,2228," Civil Lines, New Delhi",Central Delhi,110054,28.67661667,77.22521111
168,Boa Village,Momos,2300,1000-2500,4.4,2228," Civil Lines, New Delhi",Central Delhi,110054,28.67661667,77.22521111
168,Boa Village,Thai,2300,1000-2500,4.4,2228," Civil Lines, New Delhi",Central Delhi,110054,28.67661667,77.22521111
169,FIO Cookhouse and Bar,European,3200,2500-5000,4.4,1529," Epicuria Food Mall, Nehru Place, New Delhi",South East Delhi,110019,28.55139007,77.25122485
169,FIO Cookhouse and Bar,Modern Indian,3200,2500-5000,4.4,1529," Epicuria Food Mall, Nehru Place, New Delhi",South East Delhi,110019,28.55139007,77.25122485
169,FIO Cookhouse and Bar,Italian,3200,2500-5000,4.4,1529," Epicuria Food Mall, Nehru Place, New Delhi",South East Delhi,110019,28.55139007,77.25122485
169,FIO Cookhouse and Bar,Desserts,3200,2500-5000,4.4,1529," Epicuria Food Mall, Nehru Place, New Delhi",South East Delhi,110019,28.55139007,77.25122485
170,The G.T. Road,North Indian,1400,1000-2500,4.4,3471," Connaught Place, New Delhi",Central Delhi,110001,28.63313465,77.22291615
170,The G.T. Road,Mughlai,1400,1000-2500,4.4,3471," Connaught Place, New Delhi",Central Delhi,110001,28.63313465,77.22291615
170,The G.T. Road,Street Food,1400,1000-2500,4.4,3471," Connaught Place, New Delhi",Central Delhi,110001,28.63313465,77.22291615
170,The G.T. Road,Chinese,1400,1000-2500,4.4,3471," Connaught Place, New Delhi",Central Delhi,110001,28.63313465,77.22291615
170,The G.T. Road,Mithai,1400,1000-2500,4.4,3471," Connaught Place, New Delhi",Central Delhi,110001,28.63313465,77.22291615
170,The G.T. Road,Beverages,1400,1000-2500,4.4,3471," Connaught Place, New Delhi",Central Delhi,110001,28.63313465,77.22291615
171,MKT,Oriental,3000,2500-5000,4.4,994," Chanakya Mall, Chanakyapuri, New Delhi",South East Delhi,110023,28.58447314,77.19073668
171,MKT,Mexican,3000,2500-5000,4.4,994," Chanakya Mall, Chanakyapuri, New Delhi",South East Delhi,110023,28.58447314,77.19073668
171,MKT,Continental,3000,2500-5000,4.4,994," Chanakya Mall, Chanakyapuri, New Delhi",South East Delhi,110023,28.58447314,77.19073668
171,MKT,North Indian,3000,2500-5000,4.4,994," Chanakya Mall, Chanakyapuri, New Delhi",South East Delhi,110023,28.58447314,77.19073668
171,MKT,Mughlai,3000,2500-5000,4.4,994," Chanakya Mall, Chanakyapuri, New Delhi",South East Delhi,110023,28.58447314,77.19073668
171,MKT,Middle Eastern,3000,2500-5000,4.4,994," Chanakya Mall, Chanakyapuri, New Delhi",South East Delhi,110023,28.58447314,77.19073668
171,MKT,Desserts,3000,2500-5000,4.4,994," Chanakya Mall, Chanakyapuri, New Delhi",South East Delhi,110023,28.58447314,77.19073668
171,MKT,Beverages,3000,2500-5000,4.4,994," Chanakya Mall, Chanakyapuri, New Delhi",South East Delhi,110023,28.58447314,77.19073668
172,Norenj Wine Dine & Fresh Beer Cafe,Continental,1800,1000-2500,4.4,1387,"South City 2, Gurgaon",South West Delhi,122018,28.42693667,77.05704767
172,Norenj Wine Dine & Fresh Beer Cafe,North Indian,1800,1000-2500,4.4,1387,"South City 2, Gurgaon",South West Delhi,122018,28.42693667,77.05704767
172,Norenj Wine Dine & Fresh Beer Cafe,Chinese,1800,1000-2500,4.4,1387,"South City 2, Gurgaon",South West Delhi,122018,28.42693667,77.05704767
172,Norenj Wine Dine & Fresh Beer Cafe,Mughlai,1800,1000-2500,4.4,1387,"South City 2, Gurgaon",South West Delhi,122018,28.42693667,77.05704767
172,Norenj Wine Dine & Fresh Beer Cafe,Tex-Mex,1800,1000-2500,4.4,1387,"South City 2, Gurgaon",South West Delhi,122018,28.42693667,77.05704767
172,Norenj Wine Dine & Fresh Beer Cafe,Fast Food,1800,1000-2500,4.4,1387,"South City 2, Gurgaon",South West Delhi,122018,28.42693667,77.05704767
172,Norenj Wine Dine & Fresh Beer Cafe,Salad,1800,1000-2500,4.4,1387,"South City 2, Gurgaon",South West Delhi,122018,28.42693667,77.05704767
173,The Salt Cafe Kitchen & Bar,North Indian,1800,1000-2500,4.4,2213," Preet Vihar, New Delhi",North West Delhi,110051,28.63457482,77.29059331
173,The Salt Cafe Kitchen & Bar,Chinese,1800,1000-2500,4.4,2213," Preet Vihar, New Delhi",North West Delhi,110051,28.63457482,77.29059331
173,The Salt Cafe Kitchen & Bar,Continental,1800,1000-2500,4.4,2213," Preet Vihar, New Delhi",North West Delhi,110051,28.63457482,77.29059331
173,The Salt Cafe Kitchen & Bar,Fast Food,1800,1000-2500,4.4,2213," Preet Vihar, New Delhi",North West Delhi,110051,28.63457482,77.29059331
174,La Roca,Turkish,2000,1000-2500,4.4,725,"Worldmark 1, Aerocity, New Delhi",North West Delhi,110037,28.550559,77.12137
174,La Roca,Asian,2000,1000-2500,4.4,725,"Worldmark 1, Aerocity, New Delhi",North West Delhi,110037,28.550559,77.12137
174,La Roca,Modern Indian,2000,1000-2500,4.4,725,"Worldmark 1, Aerocity, New Delhi",North West Delhi,110037,28.550559,77.12137
174,La Roca,European,2000,1000-2500,4.4,725,"Worldmark 1, Aerocity, New Delhi",North West Delhi,110037,28.550559,77.12137
174,La Roca,Beverages,2000,1000-2500,4.4,725,"Worldmark 1, Aerocity, New Delhi",North West Delhi,110037,28.550559,77.12137
175,Breakin' Brew,North Indian,1100,1000-2500,4.4,472," Karkardooma, New Delhi",Gautam Buddha Nagar,110092,28.64619548,77.30110589
175,Breakin' Brew,Asian,1100,1000-2500,4.4,472," Karkardooma, New Delhi",Gautam Buddha Nagar,110092,28.64619548,77.30110589
175,Breakin' Brew,Continental,1100,1000-2500,4.4,472," Karkardooma, New Delhi",Gautam Buddha Nagar,110092,28.64619548,77.30110589
175,Breakin' Brew,American,1100,1000-2500,4.4,472," Karkardooma, New Delhi",Gautam Buddha Nagar,110092,28.64619548,77.30110589
175,Breakin' Brew,Italian,1100,1000-2500,4.4,472," Karkardooma, New Delhi",Gautam Buddha Nagar,110092,28.64619548,77.30110589
175,Breakin' Brew,Desserts,1100,1000-2500,4.4,472," Karkardooma, New Delhi",Gautam Buddha Nagar,110092,28.64619548,77.30110589
175,Breakin' Brew,Beverages,1100,1000-2500,4.4,472," Karkardooma, New Delhi",Gautam Buddha Nagar,110092,28.64619548,77.30110589
176,The Sky Patio,North Indian,1300,1000-2500,4.4,708,"Sector 81, Faridabad",Faridabad,121007,28.39265066,77.34065037
176,The Sky Patio,Chinese,1300,1000-2500,4.4,708,"Sector 81, Faridabad",Faridabad,121007,28.39265066,77.34065037
176,The Sky Patio,Italian,1300,1000-2500,4.4,708,"Sector 81, Faridabad",Faridabad,121007,28.39265066,77.34065037
176,The Sky Patio,Beverages,1300,1000-2500,4.4,708,"Sector 81, Faridabad",Faridabad,121007,28.39265066,77.34065037
176,The Sky Patio,Desserts,1300,1000-2500,4.4,708,"Sector 81, Faridabad",Faridabad,121007,28.39265066,77.34065037
177,The Chatter House,Finger Food,2000,1000-2500,4.4,2946," Epicuria Food Mall, Nehru Place, New Delhi",South East Delhi,110019,28.55151523,77.25193765
177,The Chatter House,Italian,2000,1000-2500,4.4,2946," Epicuria Food Mall, Nehru Place, New Delhi",South East Delhi,110019,28.55151523,77.25193765
177,The Chatter House,North Indian,2000,1000-2500,4.4,2946," Epicuria Food Mall, Nehru Place, New Delhi",South East Delhi,110019,28.55151523,77.25193765
177,The Chatter House,Beverages,2000,1000-2500,4.4,2946," Epicuria Food Mall, Nehru Place, New Delhi",South East Delhi,110019,28.55151523,77.25193765
178,Liv Bar,Italian,1900,1000-2500,4.4,875,"Worldmark 1, Aerocity, New Delhi",North West Delhi,110037,28.550621,77.121359
178,Liv Bar,Continental,1900,1000-2500,4.4,875,"Worldmark 1, Aerocity, New Delhi",North West Delhi,110037,28.550621,77.121359
178,Liv Bar,Beverages,1900,1000-2500,4.4,875,"Worldmark 1, Aerocity, New Delhi",North West Delhi,110037,28.550621,77.121359
179,Gastronomica Kitchen & Bar,European,2300,1000-2500,4.4,3779,"M Block Market, Greater Kailash 1 (GK1), New Delhi",South East Delhi,110048,28.55045708,77.235085
179,Gastronomica Kitchen & Bar,Asian,2300,1000-2500,4.4,3779,"M Block Market, Greater Kailash 1 (GK1), New Delhi",South East Delhi,110048,28.55045708,77.235085
179,Gastronomica Kitchen & Bar,North Indian,2300,1000-2500,4.4,3779,"M Block Market, Greater Kailash 1 (GK1), New Delhi",South East Delhi,110048,28.55045708,77.235085
179,Gastronomica Kitchen & Bar,Italian,2300,1000-2500,4.4,3779,"M Block Market, Greater Kailash 1 (GK1), New Delhi",South East Delhi,110048,28.55045708,77.235085
179,Gastronomica Kitchen & Bar,Continental,2300,1000-2500,4.4,3779,"M Block Market, Greater Kailash 1 (GK1), New Delhi",South East Delhi,110048,28.55045708,77.235085
180,Ping's Café Orient,Asian,1800,1000-2500,4.4,1080," Lodhi Colony, New Delhi",Central Delhi,110003,28.5836001,77.2232742
180,Ping's Café Orient,Chinese,1800,1000-2500,4.4,1080," Lodhi Colony, New Delhi",Central Delhi,110003,28.5836001,77.2232742
180,Ping's Café Orient,Thai,1800,1000-2500,4.4,1080," Lodhi Colony, New Delhi",Central Delhi,110003,28.5836001,77.2232742
181,Yeti - The Himalayan Kitchen,Tibetan,1500,1000-2500,4.4,448," The Colonnade, Connaught Place, New Delhi",Central Delhi,110001,28.63408604,77.21927371
181,Yeti - The Himalayan Kitchen,Nepalese,1500,1000-2500,4.4,448," The Colonnade, Connaught Place, New Delhi",Central Delhi,110001,28.63408604,77.21927371
181,Yeti - The Himalayan Kitchen,Momos,1500,1000-2500,4.4,448," The Colonnade, Connaught Place, New Delhi",Central Delhi,110001,28.63408604,77.21927371
181,Yeti - The Himalayan Kitchen,Chinese,1500,1000-2500,4.4,448," The Colonnade, Connaught Place, New Delhi",Central Delhi,110001,28.63408604,77.21927371
181,Yeti - The Himalayan Kitchen,Beverages,1500,1000-2500,4.4,448," The Colonnade, Connaught Place, New Delhi",Central Delhi,110001,28.63408604,77.21927371
182,Havemore,North Indian,2300,1000-2500,4.4,2437," Pandara Road Market, New Delhi",Central Delhi,110003,28.60807424,77.22971756
182,Havemore,Mughlai,2300,1000-2500,4.4,2437," Pandara Road Market, New Delhi",Central Delhi,110003,28.60807424,77.22971756
182,Havemore,Beverages,2300,1000-2500,4.4,2437," Pandara Road Market, New Delhi",Central Delhi,110003,28.60807424,77.22971756
183,The Barbeque Company,North Indian,1200,1000-2500,4.4,3118,"Sector 29, Gurgaon",Faridabad,122007,28.46420506,77.06412267
183,The Barbeque Company,Chinese,1200,1000-2500,4.4,3118,"Sector 29, Gurgaon",Faridabad,122007,28.46420506,77.06412267
183,The Barbeque Company,BBQ,1200,1000-2500,4.4,3118,"Sector 29, Gurgaon",Faridabad,122007,28.46420506,77.06412267
183,The Barbeque Company,Mughlai,1200,1000-2500,4.4,3118,"Sector 29, Gurgaon",Faridabad,122007,28.46420506,77.06412267
184,High Bae,Chinese,1400,1000-2500,4.4,543," Satyaniketan, New Delhi",South East Delhi,110010,28.59249,77.162403
